"1672","I"
"1672","H"
"1672","G"
"1672","F2"
"1672","F1"
"1672","E"
"1672","D"
"1672","C"
"1672","B"
"1672","A"
"1671","F"
"1671","E"
"1671","D"
"1671","C"
"1671","B"
"1671","A"
"1669","H"
"1669","G"
"1669","F"
"1669","E"
"1669","D"
"1669","C"
"1669","B"
"1669","A"
"1668","B"
"1668","A"
"1667","F"
"1667","E"
"1667","D"
"1667","C"
"1667","B"
"1667","A"
"1666","L"
"1666","K"
"1666","J"
"1666","I"
"1666","H"
"1666","G"
"1666","F"
"1666","E"
"1666","D"
"1666","C"
"1666","B"
"1666","A"
"1665","E"
"1665","D"
"1665","C"
"1665","B"
"1665","A"
"1663","H"
"1663","G"
"1663","F"
"1663","E"
"1663","D"
"1663","C"
"1663","B"
"1663","A"
"1662","O"
"1662","N"
"1662","M"
"1662","L"
"1662","K"
"1662","J"
"1662","I"
"1662","H"
"1662","G"
"1662","F"
"1662","E"
"1662","D"
"1662","C"
"1662","B"
"1662","A"
"1661","F"
"1661","E"
"1661","D"
"1661","C"
"1661","B"
"1661","A"
"1660","F2"
"1660","F1"
"1660","E"
"1660","D"
"1660","C"
"1660","B"
"1660","A"
"1659","F"
"1659","E"
"1659","D"
"1659","C"
"1659","B"
"1659","A"
"1658","F"
"1658","E"
"1658","D2"
"1658","D1"
"1658","C"
"1658","B"
"1658","A"
"1657","F"
"1657","E"
"1657","D"
"1657","C"
"1657","B"
"1657","A"
"1656","I"
"1656","H"
"1656","G"
"1656","F"
"1656","E"
"1656","D"
"1656","C"
"1656","B"
"1656","A"
"1654","H"
"1654","G"
"1654","F"
"1654","E"
"1654","D"
"1654","C"
"1654","B"
"1654","A"
"1651","F"
"1651","E"
"1651","D"
"1651","C"
"1651","B"
"1651","A"
"1650","G"
"1650","F"
"1650","E"
"1650","D"
"1650","C"
"1650","B"
"1650","A"
"1649","B"
"1649","A"
"1648","F"
"1648","E"
"1648","D"
"1648","C"
"1648","B"
"1648","A"
"1647","F"
"1647","E"
"1647","D"
"1647","C"
"1647","B"
"1647","A"
"1646","F"
"1646","E"
"1646","D"
"1646","C"
"1646","B"
"1646","A"
"1644","F"
"1644","E"
"1644","D"
"1644","C"
"1644","B"
"1644","A"
"1642","B"
"1642","A"
"1641","F"
"1641","E"
"1641","D"
"1641","C"
"1641","B"
"1641","A"
"1639","K"
"1639","J"
"1639","I"
"1639","H"
"1639","G"
"1639","F"
"1639","E"
"1639","D"
"1639","C"
"1639","B"
"1639","A"
"1638","F"
"1638","E"
"1638","D"
"1638","C"
"1638","B"
"1638","A"
"1637","H"
"1637","G"
"1637","F"
"1637","E"
"1637","D"
"1637","C"
"1637","B"
"1637","A"
"1635","F"
"1635","E"
"1635","D"
"1635","C"
"1635","B"
"1635","A"
"1634","F"
"1634","E"
"1634","D"
"1634","C"
"1634","B"
"1634","A"
"1633","F"
"1633","E"
"1633","D"
"1633","C"
"1633","B"
"1633","A"
"1632","E2"
"1632","E1"
"1632","D"
"1632","C"
"1632","B"
"1632","A"
"1631","B"
"1631","A"
"1630","F"
"1630","E"
"1630","D"
"1630","C"
"1630","B"
"1630","A"
"1629","B"
"1629","A"
"1628","F"
"1628","E"
"1628","D2"
"1628","D1"
"1628","C"
"1628","B"
"1628","A"
"1627","F"
"1627","E"
"1627","D"
"1627","C"
"1627","B"
"1627","A"
"1626","F"
"1626","E"
"1626","D"
"1626","C"
"1626","B"
"1626","A"
"1625","E2"
"1625","E1"
"1625","D"
"1625","C"
"1625","B"
"1625","A"
"1624","G"
"1624","F"
